,Submission,Method Name,Method Type,Molecule ID,Formal Charge,Predicted pKa,Experimental pKa,Absolute Error
20,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-1,-1,4.999999999999929,2.54,2.459999999999929
21,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-1,-1,4.999999999999929,5.01,0.010000000000070841
22,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-2,-1,7.199999999999921,4.41,2.789999999999921
23,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-3,-1,4.999999999999929,4.0,0.999999999999929
24,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-4,-1,3.499999999999936,5.77,2.2700000000000635
25,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-5,-1,0.29999999999994564,3.92,3.6200000000000543
26,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-7,-1,8.099999999999916,6.63,1.4699999999999163
27,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-8,1,5.699999999999925,2.78,2.919999999999925
28,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-9,-1,7.999999999999918,6.08,1.9199999999999182
29,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-10,1,5.299999999999926,7.71,2.410000000000074
30,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-12,-1,13.799999999999898,6.98,6.819999999999897
31,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-14,-1,8.099999999999916,7.27,0.8299999999999166
32,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-15,1,6.299999999999926,2.54,3.759999999999926
33,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-16,1,7.199999999999921,5.1,2.0999999999999215
34,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-17,-1,5.199999999999928,6.58,1.3800000000000718
35,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-18,-1,3.8999999999999346,2.72,1.1799999999999344
36,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-20,1,7.59999999999992,2.44,5.15999999999992
37,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-20,1,7.59999999999992,11.44,3.84000000000008
38,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-21,-1,2.8999999999999346,5.38,2.4800000000000653
39,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-22,-1,7.099999999999923,3.36,3.7399999999999234
40,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-1,-1,2.0999999999999375,2.54,0.44000000000006256
41,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-1,-1,2.0999999999999375,5.01,2.9100000000000623
42,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-2,-1,1.599999999999941,4.41,2.810000000000059
43,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-3,-1,1.699999999999939,4.0,2.300000000000061
44,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-4,-1,1.7999999999999403,5.77,3.9700000000000593
45,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-5,-1,1.4999999999999432,3.92,2.4200000000000568
46,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-7,-1,12.099999999999902,6.63,5.469999999999902
47,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-8,1,1.7999999999999403,2.78,0.9800000000000595
48,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-9,-1,12.399999999999903,6.08,6.319999999999903
49,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-10,1,8.299999999999919,7.71,0.589999999999919
50,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-12,-1,15.29999999999989,6.98,8.31999999999989
51,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-14,-1,9.399999999999913,7.27,2.1299999999999137
52,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-15,1,3.8999999999999346,2.54,1.3599999999999346
53,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-16,1,5.799999999999926,5.1,0.6999999999999265
54,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-17,-1,11.599999999999905,6.58,5.019999999999905
55,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-18,-1,11.299999999999905,2.72,8.579999999999904
56,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,1,3.299999999999933,2.44,0.8599999999999333
57,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,1,3.299999999999933,11.44,8.140000000000066
58,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-21,-1,8.099999999999916,5.38,2.7199999999999163
59,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-22,-1,12.799999999999901,3.36,9.439999999999902
60,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,-1,4.299999999999933,2.54,1.7599999999999332
61,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,-1,4.299999999999933,5.01,0.7100000000000666
62,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-2,-1,3.8999999999999346,4.41,0.5100000000000655
63,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-3,-1,3.9999999999999325,4.0,6.750155989720952e-14
64,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-4,-1,4.199999999999932,5.77,1.5700000000000678
65,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-5,-1,3.8999999999999346,3.92,0.0200000000000653
66,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-7,-1,12.4999999999999,6.63,5.869999999999901
67,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-8,1,4.09999999999993,2.78,1.3199999999999306
68,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-9,-1,12.699999999999903,6.08,6.619999999999903
69,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-10,1,9.399999999999913,7.71,1.6899999999999133
70,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-12,-1,14.999999999999893,6.98,8.019999999999893
71,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-14,-1,10.299999999999912,7.27,3.0299999999999123
72,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-15,1,5.799999999999926,2.54,3.259999999999926
73,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-16,1,7.39999999999992,5.1,2.2999999999999208
74,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-17,-1,11.999999999999904,6.58,5.419999999999904
75,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-18,-1,11.799999999999905,2.72,9.079999999999904
76,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,1,5.3999999999999275,2.44,2.9599999999999276
77,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,1,5.3999999999999275,11.44,6.040000000000072
78,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-21,-1,9.199999999999914,5.38,3.819999999999914
79,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-22,-1,12.9999999999999,3.36,9.639999999999901
80,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-1,-1,7.59999999999992,2.54,5.05999999999992
81,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-1,-1,7.59999999999992,5.01,2.58999999999992
82,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-2,-1,8.099999999999916,4.41,3.689999999999916
83,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-3,-1,6.299999999999926,4.0,2.299999999999926
84,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-4,-1,11.099999999999909,5.77,5.3299999999999095
85,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-5,-1,7.59999999999992,3.92,3.67999999999992
86,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-7,-1,14,6.63,7.37
87,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-8,1,4.59999999999993,2.78,1.8199999999999306
88,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-9,-1,14,6.08,7.92
89,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-10,1,6.499999999999922,7.71,1.2100000000000781
90,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-12,-1,14,6.98,7.02
91,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-14,-1,15.099999999999895,7.27,7.829999999999895
92,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-15,1,1.0999999999999446,2.54,1.4400000000000555
93,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-16,1,3.599999999999934,5.1,1.5000000000000657
94,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-17,-1,17.999999999999886,6.58,11.419999999999886
95,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-18,-1,16.799999999999887,2.72,14.079999999999886
96,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-20,1,1.1999999999999424,2.44,1.2400000000000575
97,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-20,1,1.1999999999999424,11.44,10.240000000000057
98,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-21,-1,17.19999999999989,5.38,11.81999999999989
99,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-22,-1,17.499999999999886,3.36,14.139999999999887
100,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-1,-1,4.59999999999993,2.54,2.0599999999999303
101,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-1,-1,4.59999999999993,5.01,0.4100000000000694
102,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-2,-1,11.299999999999905,4.41,6.889999999999905
103,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-3,-1,6.89999999999992,4.0,2.8999999999999204
104,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-4,-1,2.399999999999938,5.77,3.3700000000000614
105,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-5,-1,4.399999999999931,3.92,0.47999999999993115
106,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-7,-1,4.999999999999929,6.63,1.630000000000071
107,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-8,1,4.8999999999999275,2.78,2.1199999999999277
108,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-9,-1,3.8999999999999346,6.08,2.1800000000000654
109,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-10,1,9.199999999999914,7.71,1.489999999999914
110,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-12,-1,14.299999999999898,6.98,7.319999999999897
111,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-14,-1,7.299999999999919,7.27,0.029999999999919424
112,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-15,1,6.999999999999922,2.54,4.459999999999922
113,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-16,1,8.599999999999916,5.1,3.4999999999999165
114,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-17,-1,4.199999999999932,6.58,2.3800000000000683
115,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-18,-1,4.999999999999929,2.72,2.2799999999999288
116,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-20,1,6.7999999999999226,2.44,4.359999999999923
117,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-20,1,6.7999999999999226,11.44,4.640000000000077
118,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-21,-1,6.299999999999926,5.38,0.9199999999999262
119,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-22,-1,5.199999999999928,3.36,1.8399999999999284
120,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-1,-1,4.09999999999993,2.54,1.5599999999999303
121,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-1,-1,4.09999999999993,5.01,0.9100000000000694
122,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-2,-1,6.099999999999923,4.41,1.6899999999999231
123,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-3,-1,6.699999999999925,4.0,2.6999999999999247
124,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-4,-1,6.499999999999922,5.77,0.7299999999999223
125,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-5,-1,4.499999999999929,3.92,0.579999999999929
126,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-7,-1,16.39999999999989,6.63,9.76999999999989
127,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-8,1,4.399999999999931,2.78,1.6199999999999313
128,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-9,-1,15.69999999999989,6.08,9.619999999999889
129,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-10,1,5.599999999999927,7.71,2.110000000000073
130,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-12,-1,19.09999999999988,6.98,12.11999999999988
131,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-14,-1,11.499999999999908,7.27,4.229999999999908
132,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-15,1,4.299999999999933,2.54,1.7599999999999332
133,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-16,1,4.699999999999932,5.1,0.40000000000006786
134,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-17,-1,12.299999999999905,6.58,5.719999999999905
135,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-18,-1,9.599999999999913,2.72,6.879999999999912
136,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-20,1,1.3999999999999417,2.44,1.0400000000000582
137,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-20,1,1.3999999999999417,11.44,10.040000000000058
138,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-21,-1,13.699999999999896,5.38,8.319999999999897
139,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-22,-1,13.899999999999899,3.36,10.5399999999999
140,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-1,-1,4.59999999999993,2.54,2.0599999999999303
141,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-1,-1,4.59999999999993,5.01,0.4100000000000694
142,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-2,-1,4.8999999999999275,4.41,0.4899999999999274
143,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-3,-1,4.699999999999932,4.0,0.6999999999999318
144,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-4,-1,3.299999999999933,5.77,2.4700000000000664
145,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-5,-1,0.29999999999994564,3.92,3.6200000000000543
146,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-7,-1,7.59999999999992,6.63,0.9699999999999198
147,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-8,1,3.9999999999999325,2.78,1.2199999999999327
148,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-9,-1,7.999999999999918,6.08,1.9199999999999182
149,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-10,1,6.399999999999924,7.71,1.310000000000076
150,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-12,-1,13.1999999999999,6.98,6.219999999999899
151,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-14,-1,4.09999999999993,7.27,3.170000000000069
152,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-15,1,5.499999999999929,2.54,2.959999999999929
153,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-16,1,6.199999999999925,5.1,1.099999999999925
154,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-17,-1,4.499999999999929,6.58,2.080000000000071
155,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-18,-1,4.499999999999929,2.72,1.7799999999999288
156,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-20,1,7.699999999999918,2.44,5.259999999999918
157,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-20,1,7.699999999999918,11.44,3.740000000000082
158,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-21,-1,2.399999999999938,5.38,2.9800000000000617
159,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-22,-1,7.799999999999919,3.36,4.43999999999992
160,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-1,-1,4.59999999999993,2.54,2.0599999999999303
161,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-1,-1,4.59999999999993,5.01,0.4100000000000694
162,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-2,-1,5.299999999999926,4.41,0.889999999999926
163,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-3,-1,4.199999999999932,4.0,0.1999999999999318
164,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-4,-1,4.59999999999993,5.77,1.1700000000000692
165,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-5,-1,5.09999999999993,3.92,1.1799999999999304
166,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-7,-1,14.999999999999893,6.63,8.369999999999894
167,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-8,1,-0.40000000000005187,2.78,3.1800000000000517
168,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-9,-1,14.299999999999898,6.08,8.219999999999898
169,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-10,1,7.099999999999923,7.71,0.6100000000000767
170,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-12,-1,17.699999999999882,6.98,10.719999999999882
171,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-14,-1,11.499999999999908,7.27,4.229999999999908
172,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-15,1,1.3999999999999417,2.54,1.1400000000000583
173,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-16,1,3.9999999999999325,5.1,1.1000000000000671
174,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-17,-1,14.199999999999896,6.58,7.619999999999896
175,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-18,-1,11.399999999999906,2.72,8.679999999999906
176,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-20,1,1.4999999999999432,2.44,0.9400000000000568
177,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-20,1,1.4999999999999432,11.44,9.940000000000056
178,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-21,-1,8.199999999999918,5.38,2.8199999999999177
179,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-22,-1,14.699999999999896,3.36,11.339999999999897
180,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-1,-1,4.79999999999993,2.54,2.2599999999999296
181,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-1,-1,4.79999999999993,5.01,0.21000000000007013
182,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-2,-1,4.79999999999993,4.41,0.3899999999999295
183,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-3,-1,4.59999999999993,4.0,0.5999999999999304
184,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-4,-1,3.599999999999934,5.77,2.1700000000000657
185,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-5,-1,0.29999999999994564,3.92,3.6200000000000543
186,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-7,-1,7.59999999999992,6.63,0.9699999999999198
187,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-8,1,4.699999999999932,2.78,1.919999999999932
188,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-9,-1,8.299999999999919,6.08,2.219999999999919
189,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-10,1,7.799999999999919,7.71,0.08999999999991903
190,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-12,-1,14.699999999999896,6.98,7.719999999999896
191,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-14,-1,5.8999999999999275,7.27,1.370000000000072
192,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-15,1,6.099999999999923,2.54,3.5599999999999232
193,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-16,1,6.999999999999922,5.1,1.8999999999999222
194,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-17,-1,5.3999999999999275,6.58,1.1800000000000725
195,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-18,-1,4.199999999999932,2.72,1.4799999999999316
196,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-20,1,7.299999999999919,2.44,4.8599999999999195
197,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-20,1,7.299999999999919,11.44,4.1400000000000805
198,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-21,-1,3.1999999999999353,5.38,2.1800000000000646
199,pKa-RobertRaddi_XGBoost,XGBoost,QSPR/ML,SAMPL8-22,-1,7.89999999999992,3.36,4.539999999999921
200,pKa_Chemaxon,Chemaxon,Other,SAMPL8-1,-1,2.7999999999999368,2.54,0.2599999999999367
201,pKa_Chemaxon,Chemaxon,Other,SAMPL8-1,-1,2.7999999999999368,5.01,2.210000000000063
202,pKa_Chemaxon,Chemaxon,Other,SAMPL8-2,-1,2.499999999999936,4.41,1.910000000000064
203,pKa_Chemaxon,Chemaxon,Other,SAMPL8-3,-1,2.999999999999936,4.0,1.000000000000064
204,pKa_Chemaxon,Chemaxon,Other,SAMPL8-4,-1,2.699999999999939,5.77,3.0700000000000607
205,pKa_Chemaxon,Chemaxon,Other,SAMPL8-5,-1,2.8999999999999346,3.92,1.0200000000000653
206,pKa_Chemaxon,Chemaxon,Other,SAMPL8-7,-1,10.299999999999912,6.63,3.669999999999912
207,pKa_Chemaxon,Chemaxon,Other,SAMPL8-8,1,1.8999999999999417,2.78,0.8800000000000581
208,pKa_Chemaxon,Chemaxon,Other,SAMPL8-9,-1,10.39999999999991,6.08,4.31999999999991
209,pKa_Chemaxon,Chemaxon,Other,SAMPL8-10,1,5.09999999999993,7.71,2.6100000000000696
210,pKa_Chemaxon,Chemaxon,Other,SAMPL8-12,-1,14,6.98,7.02
211,pKa_Chemaxon,Chemaxon,Other,SAMPL8-14,-1,7.999999999999918,7.27,0.7299999999999187
212,pKa_Chemaxon,Chemaxon,Other,SAMPL8-15,1,1.0999999999999446,2.54,1.4400000000000555
213,pKa_Chemaxon,Chemaxon,Other,SAMPL8-16,1,3.599999999999934,5.1,1.5000000000000657
214,pKa_Chemaxon,Chemaxon,Other,SAMPL8-17,-1,10.899999999999906,6.58,4.319999999999906
215,pKa_Chemaxon,Chemaxon,Other,SAMPL8-18,-1,14,2.72,11.28
216,pKa_Chemaxon,Chemaxon,Other,SAMPL8-20,1,0.8999999999999435,2.44,1.5400000000000564
217,pKa_Chemaxon,Chemaxon,Other,SAMPL8-20,1,0.8999999999999435,11.44,10.540000000000056
218,pKa_Chemaxon,Chemaxon,Other,SAMPL8-21,-1,6.7999999999999226,5.38,1.4199999999999227
