,Submission,Method Name,Method Type,Molecule ID,Formal Charge,Predicted pKa,Experimental pKa,Absolute Error
52,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-2,-1,1.599999999999941,4.41,2.810000000000059
53,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-3,-1,1.6999999999999407,4.0,2.3000000000000593
54,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-4,-1,1.7999999999999403,5.77,3.9700000000000593
55,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-5,-1,1.4999999999999414,3.92,2.4200000000000585
56,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-6,-1,1.7999999999999403,4.17,2.3700000000000596
57,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-7,1,7.299999999999921,6.63,0.6699999999999209
58,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-8,1,1.7999999999999403,2.78,0.9800000000000595
59,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-9,1,6.999999999999922,6.08,0.9199999999999218
60,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-10,1,8.299999999999917,7.71,0.5899999999999173
61,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-12,1,7.999999999999918,6.98,1.0199999999999179
62,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-14,1,8.099999999999918,7.27,0.8299999999999184
63,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-15,1,3.899999999999933,2.54,1.3599999999999328
64,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-16,1,5.799999999999926,5.1,0.6999999999999265
65,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-17,1,6.599999999999923,6.58,0.01999999999992319
66,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-18,1,3.9999999999999325,2.72,1.2799999999999323
67,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,1,4.999999999999929,4.93,0.06999999999992923
68,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,-1,5.6999999999999265,6.99,1.2900000000000738
69,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,1,3.299999999999935,2.44,0.859999999999935
70,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,-1,9.899999999999912,11.44,1.540000000000088
71,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-21,1,7.0999999999999215,5.38,1.7199999999999216
72,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-22,1,4.299999999999931,3.36,0.9399999999999316
73,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-23,1,3.0999999999999357,2.65,0.4499999999999358
74,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-23,-1,8.399999999999917,9.02,0.6200000000000827
75,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,1,0.199999999999946,2.54,2.340000000000054
76,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,-1,4.299999999999931,5.01,0.7100000000000684
77,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-2,-1,3.899999999999933,4.41,0.5100000000000673
78,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-3,-1,3.9999999999999325,4.0,6.750155989720952e-14
79,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-4,-1,4.199999999999932,5.77,1.5700000000000678
80,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-5,-1,3.899999999999933,3.92,0.020000000000067075
81,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-6,-1,4.199999999999932,4.17,0.02999999999993186
82,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-7,1,8.499999999999917,6.63,1.8699999999999166
83,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-8,1,4.099999999999932,2.78,1.3199999999999323
84,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-9,1,8.299999999999917,6.08,2.219999999999917
85,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-10,1,9.399999999999913,7.71,1.6899999999999133
86,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-12,1,9.099999999999914,6.98,2.119999999999914
87,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-14,1,9.199999999999914,7.27,1.9299999999999145
88,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-15,1,5.799999999999926,2.54,3.259999999999926
89,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-16,1,7.39999999999992,5.1,2.2999999999999208
90,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-17,1,7.899999999999919,6.58,1.3199999999999186
91,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-18,1,5.899999999999926,2.72,3.1799999999999256
92,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,1,6.699999999999923,4.93,1.7699999999999232
93,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,-1,7.299999999999921,6.99,0.30999999999992056
94,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,1,5.3999999999999275,2.44,2.9599999999999276
95,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,-1,10.699999999999909,11.44,0.7400000000000908
96,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-21,1,8.399999999999917,5.38,3.019999999999917
97,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-22,1,6.099999999999925,3.36,2.739999999999925
98,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-23,1,5.099999999999929,2.65,2.4499999999999287
99,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-23,-1,9.499999999999913,9.02,0.4799999999999134
100,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-1,1,14,2.54,11.46
101,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-1,-1,7.59999999999992,5.01,2.58999999999992
102,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-2,-1,8.099999999999918,4.41,3.689999999999918
103,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-3,-1,6.299999999999924,4.0,2.2999999999999243
104,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-4,-1,11.099999999999907,5.77,5.329999999999908
105,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-5,-1,7.59999999999992,3.92,3.67999999999992
106,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-6,-1,5.799999999999926,4.17,1.6299999999999262
107,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-7,1,8.799999999999915,6.63,2.1699999999999156
108,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-8,1,4.59999999999993,2.78,1.8199999999999306
109,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-9,1,5.899999999999926,6.08,0.18000000000007432
110,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-10,1,6.499999999999924,7.71,1.2100000000000763
111,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-12,1,14,6.98,7.02
112,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-14,1,0,7.27,7.27
113,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-15,1,1.0999999999999428,2.54,1.4400000000000572
114,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-16,1,3.599999999999934,5.1,1.5000000000000657
115,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-17,1,5.199999999999928,6.58,1.3800000000000718
116,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-18,1,1.599999999999941,2.72,1.1200000000000592
117,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-19,1,3.0999999999999357,4.93,1.830000000000064
118,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-19,-1,11.999999999999904,6.99,5.009999999999904
119,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-20,1,1.1999999999999424,2.44,1.2400000000000575
120,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-20,-1,0,11.44,11.44
121,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-21,1,14,5.38,8.620000000000001
122,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-22,1,14,3.36,10.64
123,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-23,1,2.0999999999999392,2.65,0.5500000000000607
124,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-23,-1,13.499999999999899,9.02,4.479999999999899
125,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-1,1,14,2.54,11.46
126,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-1,-1,4.59999999999993,5.01,0.4100000000000694
127,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-2,-1,11.299999999999907,4.41,6.889999999999906
128,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-3,-1,6.899999999999922,4.0,2.899999999999922
129,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-4,-1,2.399999999999938,5.77,3.3700000000000614
130,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-5,-1,4.399999999999931,3.92,0.47999999999993115
131,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-6,-1,3.9999999999999325,4.17,0.17000000000006743
132,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-7,1,14,6.63,7.37
133,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-8,1,4.899999999999929,2.78,2.1199999999999295
134,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-9,1,14,6.08,7.92
135,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-10,1,9.199999999999914,7.71,1.489999999999914
136,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-12,1,14,6.98,7.02
137,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-14,1,0,7.27,7.27
138,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-15,1,6.999999999999922,2.54,4.459999999999922
139,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-16,1,8.599999999999916,5.1,3.4999999999999165
140,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-17,1,14,6.58,7.42
141,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-18,1,14,2.72,11.28
142,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,1,6.399999999999924,4.93,1.4699999999999243
143,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-19,-1,9.199999999999914,6.99,2.209999999999914
144,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-20,1,6.7999999999999226,2.44,4.359999999999923
145,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-20,-1,0,11.44,11.44
146,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-21,1,14,5.38,8.620000000000001
147,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-22,1,14,3.36,10.64
148,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-23,1,4.099999999999932,2.65,1.4499999999999322
149,pKa-RobertRaddi_DeepGP,Deep Gaussian Process,QSPR/ML,SAMPL8-23,-1,9.199999999999914,9.02,0.17999999999991445
150,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-1,1,14,2.54,11.46
151,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-1,-1,4.099999999999932,5.01,0.9100000000000676
152,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-2,-1,6.099999999999925,4.41,1.689999999999925
153,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-3,-1,6.699999999999923,4.0,2.699999999999923
154,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-4,-1,6.499999999999924,5.77,0.729999999999924
155,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-5,-1,4.499999999999931,3.92,0.5799999999999308
156,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-6,-1,3.9999999999999325,4.17,0.17000000000006743
157,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-7,1,11.299999999999907,6.63,4.669999999999907
158,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-8,1,4.399999999999931,2.78,1.6199999999999313
159,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-9,1,4.499999999999931,6.08,1.5800000000000693
160,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-10,1,5.599999999999927,7.71,2.110000000000073
161,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-12,1,14,6.98,7.02
162,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-14,1,0,7.27,7.27
163,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-15,1,4.299999999999931,2.54,1.7599999999999314
164,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-16,1,4.69999999999993,5.1,0.40000000000006963
165,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-17,1,4.499999999999931,6.58,2.0800000000000693
166,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-18,1,4.199999999999932,2.72,1.4799999999999316
167,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-19,1,0.6999999999999442,4.93,4.2300000000000555
168,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-19,-1,11.099999999999907,6.99,4.109999999999907
169,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-20,1,1.3999999999999417,2.44,1.0400000000000582
170,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-20,-1,0,11.44,11.44
171,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-21,1,14,5.38,8.620000000000001
172,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-22,1,14,3.36,10.64
173,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-23,1,3.299999999999935,2.65,0.6499999999999351
174,pKa-ZhiyiWu-1,QM with linear fitting,QM,SAMPL8-23,-1,9.999999999999911,9.02,0.9799999999999116
175,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-1,1,14,2.54,11.46
176,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-1,-1,4.59999999999993,5.01,0.4100000000000694
177,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-2,-1,4.899999999999929,4.41,0.48999999999992916
178,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-3,-1,4.69999999999993,4.0,0.69999999999993
179,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-4,-1,3.299999999999935,5.77,2.4700000000000646
180,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-5,-1,0.29999999999994564,3.92,3.6200000000000543
181,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-6,-1,-0.10000000000005294,4.17,4.270000000000053
182,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-7,1,14,6.63,7.37
183,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-8,1,3.9999999999999325,2.78,1.2199999999999327
184,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-9,1,14,6.08,7.92
185,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-10,1,6.399999999999924,7.71,1.310000000000076
186,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-12,1,14,6.98,7.02
187,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-14,1,0,7.27,7.27
188,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-15,1,5.499999999999927,2.54,2.959999999999927
189,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-16,1,6.199999999999925,5.1,1.099999999999925
190,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-17,1,14,6.58,7.42
191,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-18,1,14,2.72,11.28
192,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-19,1,5.899999999999926,4.93,0.969999999999926
193,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-19,-1,5.299999999999928,6.99,1.6900000000000723
194,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-20,1,7.699999999999919,2.44,5.25999999999992
195,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-20,-1,0,11.44,11.44
196,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-21,1,14,5.38,8.620000000000001
197,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-22,1,14,3.36,10.64
198,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-23,1,1.6999999999999407,2.65,0.9500000000000592
199,pKa-RobertRaddi_RF,Random Forest,QSPR/ML,SAMPL8-23,-1,5.499999999999927,9.02,3.5200000000000724
200,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-1,1,-2.5000000000000444,2.54,5.0400000000000444
201,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-1,-1,4.59999999999993,5.01,0.4100000000000694
202,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-2,-1,5.299999999999928,4.41,0.8899999999999277
203,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-3,-1,4.199999999999932,4.0,0.1999999999999318
204,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-4,-1,4.59999999999993,5.77,1.1700000000000692
205,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-5,-1,5.099999999999929,3.92,1.1799999999999287
206,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-6,-1,4.69999999999993,4.17,0.5299999999999301
207,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-7,1,4.099999999999932,6.63,2.5300000000000678
208,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-8,1,-0.40000000000005187,2.78,3.1800000000000517
209,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-9,1,5.599999999999927,6.08,0.48000000000007326
210,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-10,1,7.0999999999999215,7.71,0.6100000000000785
211,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-12,1,4.899999999999929,6.98,2.080000000000071
212,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-14,1,5.3999999999999275,7.27,1.870000000000072
213,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-15,1,1.3999999999999417,2.54,1.1400000000000583
214,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-16,1,3.9999999999999325,5.1,1.1000000000000671
215,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-17,1,4.69999999999993,6.58,1.88000000000007
216,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-18,1,1.6999999999999407,2.72,1.0200000000000595
217,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-19,1,4.099999999999932,4.93,0.8300000000000676
218,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-19,-1,6.999999999999922,6.99,0.009999999999921627
219,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-20,1,1.4999999999999414,2.44,0.9400000000000586
220,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-20,-1,0,11.44,11.44
221,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-21,1,3.799999999999933,5.38,1.5800000000000667
222,PKA_ECRISM,EC_RISM,QM+LEC,SAMPL8-22,1,2.0999999999999392,3.36,1.2600000000000606
