,Submission,Method Name,Method Type,Molecule ID,Formal Charge,Predicted pKa,Experimental pKa,Absolute Error
81,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-23,1,3.599999999999934,2.65,0.949999999999934
82,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-23,1,3.599999999999934,9.02,5.420000000000066
83,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-2,-1,7.199999999999921,4.41,2.789999999999921
84,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-3,-1,4.999999999999929,4.0,0.999999999999929
85,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-4,-1,3.4999999999999343,5.77,2.2700000000000653
86,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-5,-1,0.29999999999994564,3.92,3.6200000000000543
87,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-5,1,13.999999999999897,3.92,10.079999999999897
88,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-6,-1,-0.10000000000005294,4.17,4.270000000000053
89,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-6,1,13.999999999999897,4.17,9.829999999999897
90,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-7,-1,8.099999999999918,6.63,1.469999999999918
91,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-8,1,5.6999999999999265,2.78,2.9199999999999267
92,pKa-RobertRaddi_AdaBoost,AdaBoost,QSPR/ML,SAMPL8-9,-1,7.999999999999918,6.08,1.9199999999999182
93,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-10,1,8.299999999999917,7.71,0.5899999999999173
94,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-12,-1,15.299999999999892,6.98,8.319999999999892
95,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-12,1,7.999999999999918,6.98,1.0199999999999179
96,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-12,2,0.9999999999999432,6.98,5.980000000000057
97,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-14,-2,14.199999999999896,7.27,6.929999999999897
98,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-14,-1,9.399999999999913,7.27,2.1299999999999137
99,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-14,1,8.099999999999918,7.27,0.8299999999999184
100,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-14,2,1.89999999999994,7.27,5.37000000000006
101,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-15,1,3.899999999999933,2.54,1.3599999999999328
102,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-16,-2,12.399999999999903,5.1,7.299999999999903
103,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-16,-1,10.699999999999909,5.1,5.599999999999909
104,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-16,1,5.799999999999926,5.1,0.6999999999999265
105,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-17,-1,11.599999999999905,6.58,5.019999999999905
106,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-17,1,6.599999999999923,6.58,0.01999999999992319
107,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-18,-1,11.299999999999907,2.72,8.579999999999906
108,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-18,1,3.9999999999999325,2.72,1.2799999999999323
109,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,-1,5.6999999999999265,4.93,0.7699999999999267
110,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,-1,5.6999999999999265,6.99,1.2900000000000738
111,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,1,4.999999999999929,4.93,0.06999999999992923
112,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,1,4.999999999999929,6.99,1.9900000000000713
113,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,2,1.7999999999999403,4.93,3.1300000000000594
114,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-19,2,1.7999999999999403,6.99,5.19000000000006
115,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-1,-1,2.0999999999999392,2.54,0.4400000000000608
116,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-1,-1,2.0999999999999392,5.01,2.9100000000000605
117,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-1,1,-3.0000000000000426,2.54,5.540000000000043
118,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-1,1,-3.0000000000000426,5.01,8.010000000000042
119,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,-1,9.899999999999912,2.44,7.459999999999912
120,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,-1,9.899999999999912,11.44,1.540000000000088
121,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,1,3.299999999999935,2.44,0.859999999999935
122,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,1,3.299999999999935,11.44,8.140000000000065
123,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,2,-1.9000000000000465,2.44,4.340000000000046
124,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-20,2,-1.9000000000000465,11.44,13.340000000000046
125,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-21,-2,13.499999999999899,5.38,8.119999999999898
126,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-21,-1,8.099999999999918,5.38,2.719999999999918
127,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-21,1,7.0999999999999215,5.38,1.7199999999999216
128,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-21,2,1.1999999999999424,5.38,4.1800000000000574
129,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-22,-1,12.799999999999901,3.36,9.439999999999902
130,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-22,1,4.299999999999931,3.36,0.9399999999999316
131,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-22,2,-3.400000000000041,3.36,6.760000000000041
132,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-23,-1,8.399999999999917,2.65,5.7499999999999165
133,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-23,-1,8.399999999999917,9.02,0.6200000000000827
134,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-23,1,3.0999999999999357,2.65,0.4499999999999358
135,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-23,1,3.0999999999999357,9.02,5.920000000000064
136,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-2,-1,1.599999999999941,4.41,2.810000000000059
137,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-3,-2,6.599999999999923,4.0,2.5999999999999233
138,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-3,-1,1.6999999999999407,4.0,2.3000000000000593
139,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-3,1,-3.6000000000000405,4.0,7.6000000000000405
140,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-4,-1,1.7999999999999403,5.77,3.9700000000000593
141,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-4,1,0.6999999999999442,5.77,5.070000000000055
142,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-5,-1,1.4999999999999414,3.92,2.4200000000000585
143,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-5,1,-4.300000000000038,3.92,8.220000000000038
144,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-6,-1,1.7999999999999403,4.17,2.3700000000000596
145,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-6,1,1.89999999999994,4.17,2.27000000000006
146,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-7,-1,12.099999999999904,6.63,5.469999999999904
147,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-7,1,7.299999999999921,6.63,0.6699999999999209
148,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-8,1,1.7999999999999403,2.78,0.9800000000000595
149,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-9,-1,12.399999999999903,6.08,6.319999999999903
150,pKa-3DS-2,COSMO-RS base pKa fit,LFER,SAMPL8-9,1,6.999999999999922,6.08,0.9199999999999218
151,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-10,1,9.399999999999913,7.71,1.6899999999999133
152,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-12,-1,14.999999999999893,6.98,8.019999999999893
153,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-12,1,9.099999999999914,6.98,2.119999999999914
154,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-12,2,3.3999999999999346,6.98,3.580000000000066
155,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-14,-2,14.099999999999897,7.27,6.829999999999897
156,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-14,-1,10.29999999999991,7.27,3.0299999999999105
157,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-14,1,9.199999999999914,7.27,1.9299999999999145
158,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-14,2,4.199999999999932,7.27,3.070000000000068
159,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-15,1,5.799999999999926,2.54,3.259999999999926
160,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-16,-2,12.699999999999902,5.1,7.599999999999902
161,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-16,-1,11.299999999999907,5.1,6.199999999999907
162,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-16,1,7.39999999999992,5.1,2.2999999999999208
163,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-17,-1,11.999999999999904,6.58,5.419999999999904
164,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-17,1,7.899999999999919,6.58,1.3199999999999186
165,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-18,-1,11.799999999999905,2.72,9.079999999999904
166,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-18,1,5.899999999999926,2.72,3.1799999999999256
167,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,-1,7.299999999999921,4.93,2.369999999999921
168,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,-1,7.299999999999921,6.99,0.30999999999992056
169,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,1,6.699999999999923,4.93,1.7699999999999232
170,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,1,6.699999999999923,6.99,0.2900000000000773
171,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,2,4.099999999999932,4.93,0.8300000000000676
172,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-19,2,4.099999999999932,6.99,2.890000000000068
173,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,-1,4.299999999999931,2.54,1.7599999999999314
174,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,-1,4.299999999999931,5.01,0.7100000000000684
175,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,1,0.199999999999946,2.54,2.340000000000054
176,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-1,1,0.199999999999946,5.01,4.810000000000054
177,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,-1,10.699999999999909,2.44,8.25999999999991
178,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,-1,10.699999999999909,11.44,0.7400000000000908
179,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,1,5.3999999999999275,2.44,2.9599999999999276
180,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,1,5.3999999999999275,11.44,6.040000000000072
181,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,2,0.9999999999999432,2.44,1.4400000000000568
182,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-20,2,0.9999999999999432,11.44,10.440000000000056
183,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-21,-2,13.499999999999899,5.38,8.119999999999898
184,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-21,-1,9.199999999999914,5.38,3.819999999999914
185,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-21,1,8.399999999999917,5.38,3.019999999999917
186,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-21,2,3.599999999999934,5.38,1.780000000000066
187,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-22,-1,12.9999999999999,3.36,9.639999999999901
188,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-22,1,6.099999999999925,3.36,2.739999999999925
189,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-22,2,-0.10000000000005294,3.36,3.460000000000053
190,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-23,-1,9.499999999999913,2.65,6.849999999999913
191,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-23,-1,9.499999999999913,9.02,0.4799999999999134
192,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-23,1,5.099999999999929,2.65,2.4499999999999287
193,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-23,1,5.099999999999929,9.02,3.920000000000071
194,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-2,-1,3.899999999999933,4.41,0.5100000000000673
195,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-3,-2,7.999999999999918,4.0,3.9999999999999183
196,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-3,-1,3.9999999999999325,4.0,6.750155989720952e-14
197,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-3,1,-0.3000000000000522,4.0,4.300000000000052
198,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-4,-1,4.199999999999932,5.77,1.5700000000000678
199,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-4,1,3.1999999999999353,5.77,2.5700000000000642
200,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-5,-1,3.899999999999933,3.92,0.020000000000067075
201,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-5,1,-0.8000000000000504,3.92,4.72000000000005
202,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-6,-1,4.199999999999932,4.17,0.02999999999993186
203,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-6,1,4.099999999999932,4.17,0.07000000000006779
204,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-7,-1,12.499999999999902,6.63,5.869999999999902
205,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-7,1,8.499999999999917,6.63,1.8699999999999166
206,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-8,1,4.099999999999932,2.78,1.3199999999999323
207,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-9,-1,12.699999999999902,6.08,6.6199999999999015
208,pKa-3DS-3,COSMO-RS pKa fit,LFER,SAMPL8-9,1,8.299999999999917,6.08,2.219999999999917
209,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-10,1,6.499999999999924,7.71,1.2100000000000763
210,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-12,-1,14,6.98,7.02
211,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-14,-3,-9.20000000000002,7.27,16.47000000000002
212,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-14,-1,15.099999999999893,7.27,7.8299999999998935
213,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-15,1,1.0999999999999428,2.54,1.4400000000000572
214,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-16,1,3.599999999999934,5.1,1.5000000000000657
215,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-17,-1,17.999999999999883,6.58,11.419999999999883
216,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-17,1,5.199999999999928,6.58,1.3800000000000718
217,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-18,-1,16.799999999999887,2.72,14.079999999999886
218,pKa_SabatinoRodriguezPaluch_uESE,RFE-uESE,QM,SAMPL8-18,1,1.599999999999941,2.72,1.1200000000000592
